state,year,level,metric,value,unit,pdf_file,pdf_page,printed_label,note
Telangana,2022-23,All,schools_with_functional_electricity,92.5,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with functional electricity connection,"Table 7.1 (continued) col (22), All management"
Tripura,2022-23,All,schools_with_electricity,63.1,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with electricity connection,"Table 7.1 (continued) col (17), All management"
Tripura,2022-23,All,schools_with_functional_electricity,60.4,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with functional electricity connection,"Table 7.1 (continued) col (22), All management"
Uttar Pradesh,2022-23,All,schools_with_electricity,85.3,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with electricity connection,"Table 7.1 (continued) col (17), All management"
Uttar Pradesh,2022-23,All,schools_with_functional_electricity,83.5,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with functional electricity connection,"Table 7.1 (continued) col (22), All management"
Uttarakhand,2022-23,All,schools_with_electricity,92.2,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with electricity connection,"Table 7.1 (continued) col (17), All management"
Uttarakhand,2022-23,All,schools_with_functional_electricity,89.9,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with functional electricity connection,"Table 7.1 (continued) col (22), All management"
West Bengal,2022-23,All,schools_with_electricity,97.6,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with electricity connection,"Table 7.1 (continued) col (17), All management"
West Bengal,2022-23,All,schools_with_functional_electricity,96.6,percent,UDISE_2022-2023.pdf,109,Percentage of Schools with functional electricity connection,"Table 7.1 (continued) col (22), All management"
India,2022-23,All,schools_total,1466109,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
India,2022-23,All,schools_with_computer,700023,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
India,2022-23,All,schools_with_computer,47.7,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Andaman & Nicobar Islands,2022-23,All,schools_total,414,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Andaman & Nicobar Islands,2022-23,All,schools_with_computer,284,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Andaman & Nicobar Islands,2022-23,All,schools_with_computer,68.6,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Andhra Pradesh,2022-23,All,schools_total,61680,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Andhra Pradesh,2022-23,All,schools_with_computer,57855,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Andhra Pradesh,2022-23,All,schools_with_computer,93.8,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Arunachal Pradesh,2022-23,All,schools_total,3543,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Arunachal Pradesh,2022-23,All,schools_with_computer,1292,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Arunachal Pradesh,2022-23,All,schools_with_computer,36.5,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Assam,2022-23,All,schools_total,58876,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Assam,2022-23,All,schools_with_computer,10481,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Assam,2022-23,All,schools_with_computer,17.8,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Bihar,2022-23,All,schools_total,91447,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Bihar,2022-23,All,schools_with_computer,15411,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Bihar,2022-23,All,schools_with_computer,16.9,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Chandigarh,2022-23,All,schools_total,230,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Chandigarh,2022-23,All,schools_with_computer,230,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Chandigarh,2022-23,All,schools_with_computer,100,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Chhattisgarh,2022-23,All,schools_total,56333,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Chhattisgarh,2022-23,All,schools_with_computer,36778,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Chhattisgarh,2022-23,All,schools_with_computer,65.3,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Dadra & Nagar Haveli and Daman & Diu,2022-23,All,schools_total,459,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Dadra & Nagar Haveli and Daman & Diu,2022-23,All,schools_with_computer,437,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Dadra & Nagar Haveli and Daman & Diu,2022-23,All,schools_with_computer,95.2,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Delhi,2022-23,All,schools_total,5488,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Delhi,2022-23,All,schools_with_computer,5463,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Delhi,2022-23,All,schools_with_computer,99.5,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Goa,2022-23,All,schools_total,1504,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Goa,2022-23,All,schools_with_computer,817,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Goa,2022-23,All,schools_with_computer,54.3,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Gujarat,2022-23,All,schools_total,53603,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Gujarat,2022-23,All,schools_with_computer,52268,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Gujarat,2022-23,All,schools_with_computer,97.5,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Haryana,2022-23,All,schools_total,23561,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Haryana,2022-23,All,schools_with_computer,22475,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Haryana,2022-23,All,schools_with_computer,95.4,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Himachal Pradesh,2022-23,All,schools_total,18062,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Himachal Pradesh,2022-23,All,schools_with_computer,7340,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Himachal Pradesh,2022-23,All,schools_with_computer,40.6,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Jammu & Kashmir,2022-23,All,schools_total,24278,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Jammu & Kashmir,2022-23,All,schools_with_computer,9442,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Jammu & Kashmir,2022-23,All,schools_with_computer,38.9,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Jharkhand,2022-23,All,schools_total,44596,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Jharkhand,2022-23,All,schools_with_computer,31524,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Jharkhand,2022-23,All,schools_with_computer,70.7,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Karnataka,2022-23,All,schools_total,76090,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Karnataka,2022-23,All,schools_with_computer,37471,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Karnataka,2022-23,All,schools_with_computer,49.2,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Kerala,2022-23,All,schools_total,15934,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Kerala,2022-23,All,schools_with_computer,15821,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Kerala,2022-23,All,schools_with_computer,99.3,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Ladakh,2022-23,All,schools_total,979,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Ladakh,2022-23,All,schools_with_computer,458,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Ladakh,2022-23,All,schools_with_computer,46.8,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Lakshadweep,2022-23,All,schools_total,37,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Lakshadweep,2022-23,All,schools_with_computer,37,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Lakshadweep,2022-23,All,schools_with_computer,100,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Madhya Pradesh,2022-23,All,schools_total,122937,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Madhya Pradesh,2022-23,All,schools_with_computer,33686,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Madhya Pradesh,2022-23,All,schools_with_computer,27.4,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Maharashtra,2022-23,All,schools_total,108451,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Maharashtra,2022-23,All,schools_with_computer,86020,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Maharashtra,2022-23,All,schools_with_computer,79.3,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Manipur,2022-23,All,schools_total,4627,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Manipur,2022-23,All,schools_with_computer,1491,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Manipur,2022-23,All,schools_with_computer,32.2,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Meghalaya,2022-23,All,schools_total,14588,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Meghalaya,2022-23,All,schools_with_computer,2478,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Meghalaya,2022-23,All,schools_with_computer,17,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Mizoram,2022-23,All,schools_total,3891,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Mizoram,2022-23,All,schools_with_computer,1532,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Mizoram,2022-23,All,schools_with_computer,39.4,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Nagaland,2022-23,All,schools_total,2717,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Nagaland,2022-23,All,schools_with_computer,1629,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Nagaland,2022-23,All,schools_with_computer,60,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Odisha,2022-23,All,schools_total,61891,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
Odisha,2022-23,All,schools_with_computer,21296,count,UDISE_2022-2023.pdf,121,Schools with computer facility,"Table 7.9 col (7), All management"
Odisha,2022-23,All,schools_with_computer,34.4,percent,UDISE_2022-2023.pdf,121,Percentage of Schools with computer facility,"Table 7.9 col (12), All management"
Puducherry,2022-23,All,schools_total,729,count,UDISE_2022-2023.pdf,121,Total Schools,"Table 7.9 col (2), All management"
