state,year,level,metric,value,unit,pdf_file,pdf_page,printed_label,note
Bihar,2023-24,All,schools_with_digital_library,1214,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Bihar,2023-24,All,schools_with_digital_library,1.3,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Chandigarh,2023-24,All,schools_with_digital_library,27,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Chandigarh,2023-24,All,schools_with_digital_library,11.7,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Chhattisgarh,2023-24,All,schools_with_digital_library,778,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Chhattisgarh,2023-24,All,schools_with_digital_library,1.4,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Dadra & Nagar Haveli and Daman & Diu,2023-24,All,schools_with_digital_library,4,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Dadra & Nagar Haveli and Daman & Diu,2023-24,All,schools_with_digital_library,0.9,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Delhi,2023-24,All,schools_with_digital_library,370,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Delhi,2023-24,All,schools_with_digital_library,6.7,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Goa,2023-24,All,schools_with_digital_library,32,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Goa,2023-24,All,schools_with_digital_library,2.2,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Gujarat,2023-24,All,schools_with_digital_library,1371,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Gujarat,2023-24,All,schools_with_digital_library,2.6,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Haryana,2023-24,All,schools_with_digital_library,722,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Haryana,2023-24,All,schools_with_digital_library,3.1,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Himachal Pradesh,2023-24,All,schools_with_digital_library,394,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Himachal Pradesh,2023-24,All,schools_with_digital_library,2.2,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Jammu & Kashmir,2023-24,All,schools_with_digital_library,373,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Jammu & Kashmir,2023-24,All,schools_with_digital_library,1.5,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Jharkhand,2023-24,All,schools_with_digital_library,855,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Jharkhand,2023-24,All,schools_with_digital_library,1.9,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Karnataka,2023-24,All,schools_with_digital_library,2960,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Karnataka,2023-24,All,schools_with_digital_library,3.9,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Kerala,2023-24,All,schools_with_digital_library,3416,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Kerala,2023-24,All,schools_with_digital_library,21.5,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Ladakh,2023-24,All,schools_with_digital_library,44,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Ladakh,2023-24,All,schools_with_digital_library,4.4,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Lakshadweep,2023-24,All,schools_with_digital_library,1,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Lakshadweep,2023-24,All,schools_with_digital_library,2.7,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Madhya Pradesh,2023-24,All,schools_with_digital_library,2648,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Madhya Pradesh,2023-24,All,schools_with_digital_library,2.1,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Maharashtra,2023-24,All,schools_with_digital_library,9712,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Maharashtra,2023-24,All,schools_with_digital_library,9,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Manipur,2023-24,All,schools_with_digital_library,59,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Manipur,2023-24,All,schools_with_digital_library,1.3,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Meghalaya,2023-24,All,schools_with_digital_library,100,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Meghalaya,2023-24,All,schools_with_digital_library,0.7,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Mizoram,2023-24,All,schools_with_digital_library,3,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Mizoram,2023-24,All,schools_with_digital_library,0.1,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Nagaland,2023-24,All,schools_with_digital_library,32,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Nagaland,2023-24,All,schools_with_digital_library,1.2,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Odisha,2023-24,All,schools_with_digital_library,8722,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Odisha,2023-24,All,schools_with_digital_library,14.1,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Puducherry,2023-24,All,schools_with_digital_library,50,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Puducherry,2023-24,All,schools_with_digital_library,6.8,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Punjab,2023-24,All,schools_with_digital_library,1503,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Punjab,2023-24,All,schools_with_digital_library,5.5,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Rajasthan,2023-24,All,schools_with_digital_library,1945,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Rajasthan,2023-24,All,schools_with_digital_library,1.8,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Sikkim,2023-24,All,schools_with_digital_library,68,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Sikkim,2023-24,All,schools_with_digital_library,5.4,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Tamil Nadu,2023-24,All,schools_with_digital_library,58079,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Tamil Nadu,2023-24,All,schools_with_digital_library,98.9,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Telangana,2023-24,All,schools_with_digital_library,1314,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Telangana,2023-24,All,schools_with_digital_library,3.1,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Tripura,2023-24,All,schools_with_digital_library,131,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Tripura,2023-24,All,schools_with_digital_library,2.7,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Uttar Pradesh,2023-24,All,schools_with_digital_library,4547,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Uttar Pradesh,2023-24,All,schools_with_digital_library,1.8,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
Uttarakhand,2023-24,All,schools_with_digital_library,320,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
Uttarakhand,2023-24,All,schools_with_digital_library,1.4,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
West Bengal,2023-24,All,schools_with_digital_library,375,count,UDISE_2023-2024.pdf,165,Schools having Digital Library availability,"Table x.8 col (7), All management"
West Bengal,2023-24,All,schools_with_digital_library,0.4,percent,UDISE_2023-2024.pdf,165,Percentage of Schools having Digital Library availability,"Table x.8 col (12), All management"
India,2023-24,Middle and Secondary,govt_schools_total,394634,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
India,2023-24,Middle and Secondary,govt_schools_with_ict_lab,91289,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
India,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,76256,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
India,2023-24,Middle and Secondary,govt_aided_schools_total,63431,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
India,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,16033,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
India,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,12151,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
India,2023-24,Middle and Secondary,govt_schools_with_ict_lab,23.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
India,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,19.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
India,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,25.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
India,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,19.2,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_schools_total,158,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_schools_with_ict_lab,133,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,131,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_aided_schools_total,2,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,0,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_schools_with_ict_lab,84.2,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,82.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,0,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Andaman & Nicobar Islands,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Andhra Pradesh,2023-24,Middle and Secondary,govt_schools_total,11302,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Andhra Pradesh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,2005,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Andhra Pradesh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,1487,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Andhra Pradesh,2023-24,Middle and Secondary,govt_aided_schools_total,462,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Andhra Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,55,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Andhra Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,51,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Andhra Pradesh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,17.7,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Andhra Pradesh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,13.2,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Andhra Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,11.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Andhra Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,11,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_schools_total,1309,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,159,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,130,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_total,61,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,9,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,8,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,12.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,9.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,14.8,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Arunachal Pradesh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,13.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Assam,2023-24,Middle and Secondary,govt_schools_total,11068,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Assam,2023-24,Middle and Secondary,govt_schools_with_ict_lab,4591,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Assam,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,3556,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Assam,2023-24,Middle and Secondary,govt_aided_schools_total,2266,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Assam,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,26,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Assam,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,12,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Assam,2023-24,Middle and Secondary,govt_schools_with_ict_lab,41.5,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Assam,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,32.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Assam,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,1.1,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Assam,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0.5,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Bihar,2023-24,Middle and Secondary,govt_schools_total,37839,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Bihar,2023-24,Middle and Secondary,govt_schools_with_ict_lab,2597,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Bihar,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,2375,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Bihar,2023-24,Middle and Secondary,govt_aided_schools_total,686,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Bihar,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,13,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Bihar,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,11,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Bihar,2023-24,Middle and Secondary,govt_schools_with_ict_lab,6.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Bihar,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,6.3,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Bihar,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,1.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Bihar,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,1.6,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Chandigarh,2023-24,Middle and Secondary,govt_schools_total,115,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Chandigarh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,111,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Chandigarh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,106,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Chandigarh,2023-24,Middle and Secondary,govt_aided_schools_total,7,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Chandigarh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,7,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Chandigarh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,6,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Chandigarh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,96.5,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Chandigarh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,92.2,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Chandigarh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,100,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Chandigarh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,85.7,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Chhattisgarh,2023-24,Middle and Secondary,govt_schools_total,18094,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Chhattisgarh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,2171,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Chhattisgarh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,1452,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Chhattisgarh,2023-24,Middle and Secondary,govt_aided_schools_total,211,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Chhattisgarh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,3,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Chhattisgarh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,2,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Chhattisgarh,2023-24,Middle and Secondary,govt_schools_with_ict_lab,12,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Chhattisgarh,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,8,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
Chhattisgarh,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,1.4,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (10)
Chhattisgarh,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,0.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (11)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_schools_total,214,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Total,Table x.9 col (2)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_schools_with_ict_lab,128,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (3)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,126,count,UDISE_2023-2024.pdf,166,Number of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (4)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_aided_schools_total,8,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Total,Table x.9 col (5)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_aided_schools_with_ict_lab,6,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (6)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_aided_schools_with_functional_ict_lab,6,count,UDISE_2023-2024.pdf,166,Number of Government Aided Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (7)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_schools_with_ict_lab,59.8,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: ICT labs,Table x.9 col (8)
Dadra & Nagar Haveli and Daman & Diu,2023-24,Middle and Secondary,govt_schools_with_functional_ict_lab,58.9,percent,UDISE_2023-2024.pdf,166,Percentage of Government Schools with Middle and Secondary sections having: Functional ICT Labs,Table x.9 col (9)
